% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=349951, Mon Nov  6 17:56:33 2023, <python>{}</python>
1 11 0.8925471350201037 1.0000458343836967 29.939196991504204 2.9939196991504204e+01 99.69037569662524 1094.9487931663507   
2 22 0.835249808816936 1.117513352048273 24.35541618438472 2.4355416184384719e+01 70.35823121635117 2464.777563569802   
3 33 0.8776275277703728 1.1938858017110283 24.35541618438472 2.8176659655407818e+01 92.0408073792305 299.7819999774621   
4 44 0.86318082731882 1.3123348076111343 24.35541618438472 2.7527690835447601e+01 41.14876856507696 232.5521086899521   
5 55 0.9218697280550213 1.348482685677415 24.35541618438472 3.2990203558262344e+01 52.2031705484695 1284.1575910711142   
6 66 1.0290607770523235 1.4743387285863825 24.35541618438472 2.9329094074988589e+01 47.04713799166989 213.34272297975266   
7 77 1.1132805106567494 1.591835973441324 24.35541618438472 3.6850942964207555e+01 54.346415177106444 110.81396722039418   
8 88 1.167891182231427 1.6965385678641096 24.35541618438472 2.5472617722830947e+01 56.66312232374982 1036.1980233131587   
9 99 1.2975840271999175 1.7646363346211063 24.35541618438472 2.6583976157392350e+01 41.93752401514376 91.90453433867604   
10 110 1.3000020375320758 1.8544295519352914 24.35541618438472 3.4240471420658317e+01 42.86618194018417 160.50330337709252   
11 121 1.2667588164607213 1.9466825961824354 24.35541618438472 2.9923349165961973e+01 47.629300974084174 85.27064380899276   
12 132 1.2153606153576375 2.069981847164029 23.03747559402123 2.3037475594021231e+01 36.18969022160391 193.02146861566789   
13 143 1.2437872401369043 2.0876079980330333 23.03747559402123 2.5451503970594491e+01 32.58270403507883 70.40180920720435   
14 154 1.2376840670830391 2.1028452728951845 23.03747559402123 2.8375641897688844e+01 36.21826942147617 216.23311200665293   
15 165 1.1549388570714143 2.1276346283247394 23.03747559402123 2.3154492889420943e+01 40.49504600988366 67.28833794351982   
16 176 1.0935825642802042 2.156119673580711 23.03747559402123 2.3117468005565470e+01 31.7832785102679 60.748386154486774   
17 187 1.0584292531047594 2.1558226205452686 23.03747559402123 2.3063943722402655e+01 27.062714373773105 32.16206362167837   
18 198 1.040557292903301 2.10350442738374 21.28071033968056 2.1280710339680560e+01 28.252940332686727 107.12589291646837   
19 209 1.0084736963696663 2.1090409702344264 21.28071033968056 2.2244215773549833e+01 27.081419909543925 68.92347062032567   
20 220 0.9431444292954462 2.1080045128162954 21.078591675279995 2.1078591675279995e+01 22.788309200297192 27.501971388900188   
21 231 0.8858921069550981 2.133452467218107 21.078591675279995 2.1176971883206885e+01 25.092757064128406 30.152961390043245   
22 242 0.8551007256538621 2.1757261674972024 20.085565845663538 2.0085565845663538e+01 22.278403426289096 25.114124898660442   
23 253 0.7753997948046653 2.2359137609771684 20.085565845663538 2.0109876764692721e+01 23.298296117553058 26.84435874907616   
24 264 0.7116904184014894 2.242810295499783 19.819354063668982 1.9819354063668982e+01 20.948039923940197 26.2503734894705   
25 275 0.6837390736048071 2.310404653265847 19.819354063668982 1.9855461765458450e+01 21.16843246985858 23.328161911897748   
26 286 0.6785499446367081 2.3174950987859426 19.49838666999044 1.9498386669990438e+01 21.388147064122418 24.691133722603865   
27 297 0.6702713794077858 2.314810971688525 19.49838666999044 1.9837316096637906e+01 20.86045702857322 23.934035941111304   
28 308 0.6416880759262519 2.301670150330796 19.49838666999044 1.9498704386701050e+01 20.95204710035348 23.639399418730765   
29 319 0.6166735122544198 2.3220561066193275 19.3754285119254 1.9375428511925399e+01 21.5029883221741 23.100504778614624   
30 330 0.6051612521877499 2.3881889859969796 19.3754285119254 1.9613320026181242e+01 20.2188676913962 21.083149491889703   
31 341 0.6292725529336951 2.3466166242189166 19.065535640726015 1.9065535640726015e+01 20.041896581014885 21.085542327825383   
32 352 0.6501772816791063 2.470926885220538 18.93414854590651 1.8934148545906510e+01 19.88896856269756 20.88727054074379   
33 363 0.6353387371502883 2.5148146594442387 18.93414854590651 1.9050907538916036e+01 20.179353364653362 20.894061037615543   
34 374 0.6178072070299306 2.6400808601178056 18.93414854590651 1.9537306479305094e+01 20.154159771478263 21.379925047535917   
35 385 0.6388790132626244 2.688652384412393 18.93414854590651 1.9000543116925407e+01 20.27186416415807 21.054268222927426   
36 396 0.6297779915670976 2.722227422868455 18.813467421833067 1.8813467421833067e+01 19.61231235063197 20.920263670855835   
37 407 0.5952977621271021 2.8125358505374125 18.813467421833067 1.9238180204356503e+01 20.08830364314762 20.37437445135585   
38 418 0.5666166181863855 2.7825994012599793 18.813467421833067 1.8922048784070373e+01 19.586662202007012 20.88487698686221   
39 429 0.5340891446326348 2.8522063452320134 18.813467421833067 1.9360561813123240e+01 19.878045100883902 21.139114663569483   
